Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_skills
173,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,24k,"Critical Thinking, Research Skills, Data Analysis, Medical Terminology, Understanding of Scientific Method, Reading Comprehension, Communication Skills, Social Media Literacy, Fact-Checking"
886,Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,11k,"Financial literacy, understanding of modern financial systems, analytical thinking, problem-solving, knowledge of financial markets, comprehension of financial statements, risk management, investment strategies, economic understanding, financial forecasting, decision-making, business acumen"
746,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.8,Beginner,49k,"Botany, Plant Biology, Understanding Plant Behavior, Observational Skills, Analytical Skills, Research Skills, Basic Biology, Environmental Science, Plant Physiology"
261,Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,120k,"Critical thinking, Analytical thinking, Research skills, Understanding of research methods, Data interpretation, Statistical analysis, Problem-solving, Attention to detail, Report writing, Communication skills"
465,Understanding and Visualizing Data with Python,University of Michigan,COURSE,4.7,Beginner,30k,"Python programming, Data analysis, Data visualization, Statistical analysis, Critical thinking, Problem-solving, Use of Python libraries (like Matplotlib, Seaborn, Pandas), Data interpretation, Understanding of data structures"
249,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,130k,"Understanding of basic biology, Neurobiology, Knowledge of human anatomy, Analytical skills, Critical thinking, Understanding of neurological processes, Research skills, Scientific literacy, Knowledge of everyday life impacts on brain function, Comprehension of neuroscientific terminology"
865,Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.5,Intermediate,6.1k,"Programming, Unity 3D, Game Development, C# Programming, Debugging, Software Development, Problem Solving, Logical Thinking, Understanding of Game Mechanics, Unity UI, Scripting, 3D Modeling, Physics Simulation, Game Design, Version Control, Knowledge of Unity's Rendering Pipeline, Animation, Understanding of Unity's Asset Pipeline, Multiplatform Development"
618,Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.2,Beginner,12k,"Unity development, XR development, AR development, VR development, 3D modeling, programming, debugging, problem-solving, spatial reasoning, creativity, C# programming, user interface design, game design, virtual reality design, augmented reality design"
882,University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9.5k,"Public Speaking, Curriculum Development, Instructional Design, Classroom Management, Lesson Planning, Assessment Design, Student Engagement, Educational Theory Knowledge, Communication Skills, Time Management, Critical Thinking, Conflict Resolution, Cultural Sensitivity, Research Skills, Leadership Skills, Feedback Delivery, Educational Technology Proficiency"
638,Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3.9k,"Urban Planning, Cycling Infrastructure Knowledge, Understanding of Traffic Management, Analytical Thinking, Research Skills, Problem-Solving, Environmental Awareness, Sustainable Development Understanding, Urban Geography, Basic Public Policy Understanding"
117,User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23k,"User research, User Experience Design, Interaction Design, Usability Testing, Information Architecture, Visual Design, Prototyping, Wireframing, Interviewing Skills, Survey Design, Empathy, Analytical Skills, Problem-Solving, Critical Thinking, Communication Skills"
614,User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43k,"Graphic Design, Creativity, User Experience Design, Visual Communication, Interaction Design, Prototyping, Wireframing, Information Architecture, Usability Testing, HTML/CSS coding, Adobe Creative Suite Skills, Sketching, Problem Solving, Critical Thinking, Attention to Detail, Understanding User Needs, Responsive Design"
350,Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220k,"Python programming, Database management, SQL knowledge, Understanding of data structures, Problem-solving skills, Data analysis, Data manipulation, Understanding of relational databases, Query writing, Database connectivity in Python"
199,Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310k,"Python programming, Web scraping, Data analysis, Understanding of APIs, HTTP protocol knowledge, JSON/XML data format understanding, Data extraction and manipulation, Web data handling, Problem-solving skills, Basic knowledge of databases"
603,Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19k,"Python programming, Operating system interaction, File manipulation, Process management, System automation, Problem-solving, Debugging, Script writing, Command line skills"
262,Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63k,"Strategic Planning, Supply Chain Management, Operations Management, Business Strategy, Process Improvement, Analytical Skills, Decision-Making, Problem-Solving, Leadership, Project Management, Communication Skills, Financial Analysis, Risk Management, Understanding of Global Business Environment, Inventory Management"
589,Version Control with Git,Atlassian,COURSE,4.8,Mixed,40k,"Version control understanding, Git commands proficiency, Repository management, Conflict resolution, Branching and Merging, Understanding of Git workflow, Knowledge of remote repositories, Software Development, Coding, Collaboration, Problem-solving"
71,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150k,"Marketing Strategy, Content Creation, Understanding of Viral Trends, Social Media Marketing, Creative Thinking, Audience Analysis, Digital Marketing, Branding, Copywriting, Content Strategy, SEO Basics, Analytics"
407,Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37k,"3D Modeling, Programming, Spatial Awareness, Understanding of VR Hardware, Interactive Design, Computer Graphics, Software Development, User Experience Design, Problem Solving, Creativity, Basic Physics, Digital Art Skills"
297,Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23k,"Digital Literacy, Communication Skills, Lesson Planning, Online Teaching Strategies, Classroom Management, Technical Skills, Knowledge of Learning Management Systems, Time Management, Patience, Adaptability, Understanding of Virtual Learning Environments, Student Engagement, Assessment Skills, Instructional Design, Curriculum Development"
185,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190k,"Anatomy Knowledge, Physiology Understanding, Medical Terminology, Observation Skills, Critical Thinking, Patient Assessment Skills, Data Interpretation, Communication Skills, Attention to Detail, Problem-Solving Skills"
182,Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120k,"Understanding of basic computer operations, Knowledge of internet and web functionalities, Basic programming skills, HTML knowledge, CSS understanding, JavaScript proficiency, Understanding of web application architecture, Knowledge of databases and SQL, Problem-solving skills, Debugging skills, Server-side scripting, Client-side scripting, Web security principles, User interface design, Responsive design skills, Understanding of HTTP and REST, Web server management, Knowledge of Python or PHP."
42,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280k,"HTML, CSS, JavaScript, Web Design, Web Development, Coding, User Interface Design, Responsive Design, Front-End Development, Debugging, Website Layout and Composition, Visual Design, Interactivity Design, Cross-Browser Compatibility"
354,Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34k,"Nutrition knowledge, Weight management strategies, Understanding of caloric balance, Basic biology, Health and wellness awareness, Self-discipline, Goal setting, Physical fitness understanding, Long-term planning, Nutritional analysis, Exercise planning, Motivation strategies, Understanding of metabolism"
144,What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120k,"Art Appreciation, Contemporary Art Knowledge, Art History, Critical Thinking, Visual Analysis, Cultural Understanding, Communication Skills, Research Skills, Creativity"
829,What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35k,"Critical Thinking, Future Forecasting, Analytical Skills, Research Skills, Understanding of Education Systems, Problem-Solving, Communication Skills, Evaluation Skills"
543,What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6.2k,"Understanding of legal regulations, Analytical skills, Critical thinking, Attention to detail, Ethical judgment, Communication skills, Problem-solving skills, Knowledge of compliance standards and procedures, Risk assessment skills, Decision-making skills"
88,What is Data Science?,IBM,COURSE,4.7,Beginner,260k,"Data analysis, Statistical analysis, Critical thinking, Problem-solving, Programming, Understanding of data science concepts, Machine learning, Data visualization, Use of data science tools and software, Basic mathematics, Algorithm understanding, Pattern recognition, Predictive modeling, Data mining"
379,What is Social?,Northwestern University,COURSE,4.6,Mixed,94k,"Understanding of social media platforms, Communication skills, Analytical skills, Critical thinking, Social networking strategies, Online community engagement, Digital marketing basics, Content creation, Brand awareness strategies"
